Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
1,51,1,9500,1,1,127.0,1,19,1,5,9,1.62686009351737,0,0,0,1,0,1,19,0,0,7,9,5,0.665099346253019,0,0,8,9,7,0.3784317796477582,0,-0.17500679380951956,-0.454252598705197,0.8891263042772198,2
1,18,1,9500,1,1,135.0,1,1,38,4,5,0.04048174658991755,1,0,0,1,0,1,19,0,0,7,8,6,0.6426933277353667,0,0,8,9,7,0.9011731416596958,0,1.7397314879516577,-0.6712422506637118,-0.40621112311617363,2
2,7,1,9991,0,43,140.0,1,40,5,3,3,0.9218030504385023,0,0,0,1,0,0,33,0,2,6,7,6,0.9718894459562616,0,0,5,5,5,1.0717591278185485,0,-0.17500679380951956,-0.454252598705197,0.8891263042772198,2
2,7,1,9147,1,3,130.0,1,1,4,3,10,0.2167460073596345,0,0,0,1,0,0,45,0,0,5,6,5,0.07564870525016021,0,0,5,5,5,0.6873400040802891,0,0.3130637486001926,-0.5265824826913685,0.7877903830865802,2
1,1,1,9238,1,1,135.0,1,1,1,9,9,0.44941483157566164,0,0,0,1,0,1,20,0,0,6,6,6,0.28247349156695284,0,0,6,7,6,0.5061138457465381,0,-0.17500679380951956,-0.454252598705197,0.8891263042772198,2
1,39,2,9670,1,1,140.0,1,34,34,0,0,-1.9689308261848557,1,0,0,1,0,0,28,0,0,5,5,0,-2.1994239442345584,0,0,5,5,0,-1.9651519497137022,0,-1.4890428695279747,0.9923450810182353,0.14012166938988344,0
1,43,1,9500,1,1,120.0,1,1,1,5,8,-1.0523566701823275,1,0,0,1,0,1,19,0,0,8,15,7,0.1938342974311845,0,0,8,15,7,0.2589872662005139,0,0.4256954122332026,1.7879738048661231,-0.7498720732409514,2
1,1,2,9254,1,1,140.0,1,1,37,4,5,-0.23449050021084128,1,0,0,1,0,0,18,0,0,6,10,6,0.4597518798384894,0,0,6,6,3,0.4695025006286083,0,0.4256954122332026,1.7879738048661231,-0.7498720732409514,2
1,39,1,9254,1,3,133.1,1,19,19,4,6,0.25199885951357787,0,0,0,1,0,0,38,0,0,6,0,0,-2.1994239442345584,0,0,6,0,0,-1.9651519497137022,0,1.476924272807967,1.1370048489905784,-1.7896667428492534,0
1,1,2,9670,1,1,135.0,1,1,3,4,3,0.44941483157566164,0,0,0,1,0,0,19,0,0,5,5,5,0.4892982778837454,0,0,5,5,5,0.5720142669588109,0,-0.8132528877299118,-1.4668709745115993,-1.3755112388527264,2
1,1,1,9254,1,1,123.0,1,1,37,9,9,0.3648079864061963,0,0,0,1,0,1,21,0,0,6,9,5,0.07564870525016021,0,0,6,8,5,0.3413627927158553,0,1.476924272807967,1.1370048489905784,-1.7896667428492534,2
1,1,1,9147,1,1,133.1,1,37,1,9,10,-1.8984251218769688,0,0,0,1,0,0,21,0,0,5,12,3,0.28247349156695284,0,0,5,12,1,0.9179914783232447,3,1.7397314879516577,-0.6712422506637118,-0.40621112311617363,0
1,1,1,9238,1,1,154.0,1,38,37,9,9,0.9500053321616574,0,0,0,1,0,1,22,0,0,6,6,5,0.4065683633570283,0,0,6,6,6,0.5335723545849851,0,-0.2876384574425296,0.12438647318417584,0.7657608350016585,2
1,1,1,9853,1,1,148.0,1,19,19,5,7,1.041662747761909,0,0,0,1,0,1,18,0,0,6,8,5,0.5720281924104625,0,0,6,7,6,0.5656072815631732,0,-0.8132528877299118,-1.4668709745115993,-1.3755112388527264,2
1,17,2,9238,1,1,133.0,1,37,37,3,9,-0.5094627470115991,0,1,0,1,0,1,18,0,0,6,9,6,0.1445903006890912,0,0,6,9,6,0.2589872662005139,0,1.476924272807967,1.1370048489905784,-1.7896667428492534,2
1,1,1,9130,1,1,126.0,1,19,1,9,9,-0.3120467749495163,1,0,0,0,0,0,25,0,0,5,14,4,0.5927106710421417,2,0,5,10,4,0.7738343069213973,0,-0.8132528877299118,-1.4668709745115993,-1.3755112388527264,0
1,39,1,9085,1,19,133.1,1,19,19,9,7,0.9218030504385023,0,0,1,0,0,0,24,0,2,6,11,3,0.23076729498775467,0,1,6,14,3,0.021013522933972392,0,1.7397314879516577,-0.6712422506637118,-0.40621112311617363,0
1,1,3,9500,1,1,125.0,1,3,1,4,4,-0.5306144583039649,1,0,0,1,0,0,19,0,0,7,10,6,0.37997660511629794,0,0,7,8,7,0.23805015321119807,0,0.3130637486001926,-0.5265824826913685,0.7877903830865802,1
1,16,1,171,1,1,145.0,1,3,3,3,3,1.9793886150568039,1,0,0,1,0,0,24,0,11,17,19,11,0.4704960245822187,0,9,13,15,9,0.6403554445122793,0,0.3130637486001926,-0.5265824826913685,0.7877903830865802,1
1,1,2,9147,1,1,118.0,1,37,19,5,5,-0.5517661695963317,1,0,0,1,0,1,20,0,0,5,5,5,0.19974357704023568,0,0,5,5,5,0.6488980917064628,0,0.3130637486001926,-0.5265824826913685,0.7877903830865802,2
1,39,1,9147,1,1,120.0,1,37,1,9,1,-0.2979456340879388,0,0,0,0,0,0,25,0,0,5,5,0,-2.1994239442345584,0,0,5,9,0,-1.9651519497137022,0,-0.2876384574425296,0.12438647318417584,0.7657608350016585,0
1,1,1,9147,1,1,127.0,1,38,19,9,10,-0.6363730147657951,0,0,0,1,0,1,20,0,5,10,13,9,0.46861579925206626,0,4,10,12,10,0.4112571788500842,0,-1.0009723271182625,0.12438647318417584,1.545606837207885,2
1,7,1,9500,1,3,130.0,1,19,38,5,3,0.2167460073596345,0,0,0,1,0,0,23,0,0,8,8,8,0.5347997308734399,0,0,8,8,8,0.5758584581961937,0,-0.8132528877299118,-1.4668709745115993,-1.3755112388527264,2
1,17,3,9500,1,1,129.0,1,19,37,7,6,-0.4883110357192333,1,0,0,1,0,1,19,0,0,8,8,7,0.5206174598117168,0,0,8,8,7,0.562678373953739,0,-0.2876384574425296,0.12438647318417584,0.7657608350016585,2
1,44,1,9003,1,39,130.0,1,37,37,9,10,0.2167460073596345,0,0,1,0,0,0,29,0,0,6,13,3,0.43759208130454724,0,0,6,8,3,0.21322308480310218,0,0.8762220667652447,-1.1052215545807416,0.347199421388147,0
1,1,3,9254,1,1,121.0,1,19,37,4,7,-0.7139292895044712,1,0,0,1,0,0,21,0,0,6,8,6,0.1445903006890912,0,0,6,8,4,0.3894151831831377,0,-0.17500679380951956,-0.454252598705197,0.8891263042772198,2
1,1,1,9670,1,1,136.0,1,19,1,9,8,-0.24859164107241782,1,0,0,1,0,1,18,0,0,6,10,6,0.5410044744629435,0,0,6,13,5,0.7532404252925619,0,-0.17500679380951956,-0.454252598705197,0.8891263042772198,2
1,1,3,9070,1,1,125.0,1,19,38,9,9,-0.10758023245664428,1,0,0,1,0,0,19,0,0,6,7,5,0.3652034060936699,0,0,6,6,5,0.4182466174635073,0,-0.8132528877299118,-1.4668709745115993,-1.3755112388527264,1
1,1,3,9773,1,1,131.0,1,38,37,7,7,0.01933003529755172,1,0,0,1,0,1,18,0,0,6,6,6,0.9029478505173306,0,0,6,6,6,0.5015374276067969,0,-1.0009723271182625,0.12438647318417584,1.545606837207885,0
1,1,1,9085,1,1,122.0,1,9,19,90,6,-1.6587057272301533,0,0,0,1,0,0,19,0,0,5,6,5,0.7788529787272551,0,0,5,6,5,0.5335723545849851,0,-1.4890428695279747,0.9923450810182353,0.14012166938988344,2
1,1,1,9773,1,1,127.0,1,37,37,9,8,-0.26269278193399537,1,0,0,1,0,0,18,0,0,6,12,1,0.07564870525016021,0,0,6,12,0,-1.9651519497137022,0,-0.8132528877299118,-1.4668709745115993,-1.3755112388527264,1
1,17,1,9147,1,1,136.0,1,1,1,4,4,-0.1992376480568979,0,0,0,1,0,0,18,0,0,5,8,5,0.3652034060936699,0,0,5,6,5,0.11071131847289965,0,-1.0009723271182625,0.12438647318417584,1.545606837207885,2
2,39,1,9556,1,19,133.1,1,38,37,7,7,-1.9336779740309122,1,0,1,0,0,1,37,0,0,7,13,1,1.1097726368341232,0,0,7,12,0,-1.9651519497137022,0,-1.0009723271182625,0.12438647318417584,1.545606837207885,0
1,17,1,9991,0,40,127.0,1,37,37,6,6,-0.14283308461058766,0,0,0,1,0,0,29,0,0,5,10,5,0.6074838700647697,0,0,5,14,5,0.405432646672232,3,1.7397314879516577,-0.6712422506637118,-0.40621112311617363,2
1,17,3,9070,1,1,116.0,1,37,37,9,9,-1.1369635153517919,0,0,0,1,0,0,18,0,0,6,6,6,0.2480026938474875,0,0,6,6,6,0.43746757365042016,0,-1.4890428695279747,0.9923450810182353,0.14012166938988344,1
1,1,1,9238,1,1,121.0,1,1,1,9,8,-0.5658673104579083,1,0,0,1,0,1,19,0,0,6,8,5,0.21353189612802181,0,0,6,9,5,0.4695025006286083,0,0.3130637486001926,-0.5265824826913685,0.7877903830865802,2
1,43,1,9238,1,1,124.0,1,1,1,3,1,-0.5729178808886977,1,0,1,0,0,0,22,0,6,10,16,6,0.2480026938474875,0,2,7,8,2,0.5335723545849851,0,1.7397314879516577,-0.6712422506637118,-0.40621112311617363,0
1,1,1,9254,1,1,131.0,1,37,38,9,7,0.7102859375148419,0,0,0,1,0,1,20,0,0,6,8,6,0.11011950296962551,0,0,6,10,5,0.0722694060990735,0,1.476924272807967,1.1370048489905784,-1.7896667428492534,2
1,39,1,8014,0,1,100.0,1,37,37,99,99,-1.8984251218769688,0,0,0,1,0,0,34,0,0,6,0,0,-2.1994239442345584,0,0,6,0,0,-1.9651519497137022,0,0.4256954122332026,1.7879738048661231,-0.7498720732409514,0
1,43,1,9119,1,1,130.0,1,37,38,9,9,-0.4883110357192333,0,0,1,0,0,0,30,0,8,12,17,8,0.23076729498775467,0,6,12,19,6,0.37339771969404345,2,-1.4890428695279747,0.9923450810182353,0.14012166938988344,0
1,1,1,9238,1,1,135.0,1,1,1,4,4,-0.2908950636571505,0,0,0,1,0,0,18,0,0,6,7,6,0.696123064200538,0,0,6,7,6,0.7257819164541148,0,-0.2876384574425296,0.12438647318417584,0.7657608350016585,2
1,1,1,9238,1,1,130.0,1,38,19,9,5,-0.3755019088266148,0,0,0,1,0,0,18,0,0,6,6,6,0.4548274801642801,0,0,6,6,6,0.3413627927158553,0,0.3130637486001926,-0.5265824826913685,0.7877903830865802,2
1,1,2,9773,1,1,146.0,1,3,1,1,3,1.5704555300710599,1,0,0,1,0,0,18,0,0,6,11,4,0.33417968814615095,0,0,6,10,3,0.2772929387594786,0,-0.8132528877299118,-1.4668709745115993,-1.3755112388527264,2
1,17,4,9500,1,1,146.0,1,4,1,2,3,0.9218030504385023,1,0,0,1,0,0,18,0,0,8,8,7,0.867492172863023,0,0,8,8,7,0.8850412677171079,0,0.4256954122332026,1.7879738048661231,-0.7498720732409514,2
1,1,2,9773,1,1,154.0,1,38,38,9,9,0.4564654020064499,1,0,0,1,0,1,19,0,0,6,7,5,0.1583786197768773,0,0,6,8,5,0.49513044221115926,0,0.4256954122332026,1.7879738048661231,-0.7498720732409514,2
1,1,1,9070,1,1,137.0,1,37,37,9,9,-0.05117566901033506,1,0,0,1,0,1,19,0,0,6,6,6,0.4892982778837454,0,0,6,8,6,0.43746757365042016,0,-0.2876384574425296,0.12438647318417584,0.7657608350016585,2
1,1,5,9500,1,1,151.0,1,1,1,9,9,0.06163345788228339,0,0,0,1,0,1,18,0,0,8,8,7,0.6281663486964493,0,0,8,8,7,0.6626273461256867,0,0.4256954122332026,1.7879738048661231,-0.7498720732409514,2
1,44,1,9003,1,39,150.0,1,37,38,4,8,1.62686009351737,0,0,0,1,0,1,21,0,0,6,9,6,0.42035668244481444,0,0,6,8,5,0.49513044221115926,0,0.8762220667652447,-1.1052215545807416,0.347199421388147,2
1,1,2,9147,1,1,121.0,1,1,19,9,9,-0.9324969728589197,1,0,0,0,0,0,20,0,0,5,10,2,-0.1311760810666324,0,0,5,12,1,0.5335723545849851,0,-1.4890428695279747,0.9923450810182353,0.14012166938988344,0
1,17,1,9147,1,1,122.0,1,12,19,4,8,-0.6434235851965844,1,0,0,1,0,0,20,0,0,5,10,5,0.5927106710421417,0,0,5,8,5,0.405432646672232,0,0.8762220667652447,-1.1052215545807416,0.347199421388147,2
1,1,1,9500,1,1,143.0,1,5,1,2,5,0.6891342262224751,0,0,0,1,0,0,19,0,2,7,8,7,0.42104609839920387,0,1,8,8,8,0.6392876136130066,0,-0.17500679380951956,-0.454252598705197,0.8891263042772198,2
1,1,1,9238,1,1,152.0,1,1,38,4,5,1.2531798606855693,0,0,0,1,0,0,20,0,0,6,8,6,0.7995354573589344,0,0,6,7,6,1.000367004838586,0,1.7397314879516577,-0.6712422506637118,-0.40621112311617363,2
1,17,3,9500,1,1,145.0,1,12,1,4,10,0.9077019095769258,1,0,0,1,0,0,18,0,0,7,7,7,0.6311209885009741,0,0,8,8,8,0.9924726835475323,0,0.8762220667652447,-1.1052215545807416,0.347199421388147,2
1,42,1,9853,1,1,120.0,1,37,38,3,3,-0.9324969728589197,0,0,0,1,0,0,20,0,0,6,8,5,0.07564870525016021,0,0,6,10,3,0.08508337689034876,0,0.4256954122332026,1.7879738048661231,-0.7498720732409514,0
2,7,1,9130,1,3,140.0,1,5,4,2,0,0.9218030504385023,0,0,1,0,0,0,29,0,7,9,16,7,0.19055136431504494,4,5,7,12,5,0.5720142669588109,2,-1.4890428695279747,0.9923450810182353,0.14012166938988344,0
1,1,1,9500,1,1,143.0,1,19,19,5,6,1.0839661703466426,0,0,0,1,0,1,18,0,0,7,7,7,0.6541671789762751,0,0,8,8,8,0.6825347650335607,0,0.3130637486001926,-0.5265824826913685,0.7877903830865802,1
1,1,1,9500,1,1,129.0,1,19,19,5,5,-0.5165133174423884,1,0,0,1,0,1,20,0,0,7,8,7,0.696898657149226,0,0,8,11,7,0.689811269875749,0,1.476924272807967,1.1370048489905784,-1.7896667428492534,2
1,16,2,9147,1,1,139.0,1,38,37,9,9,-0.227439929780052,1,0,0,1,0,1,22,0,0,5,8,4,0.28247349156695284,0,0,5,8,4,0.22603705559437745,2,1.7397314879516577,-0.6712422506637118,-0.40621112311617363,2
4,1,1,8014,0,1,133.1,1,39,19,4,10,1.1333201633621626,1,0,0,1,0,1,47,0,0,6,9,5,0.7305938619200033,0,0,6,7,6,0.757816843432303,0,1.7397314879516577,-0.6712422506637118,-0.40621112311617363,2
2,51,1,9991,0,1,127.0,1,37,37,8,4,-1.8913745514461806,0,0,0,1,0,0,31,0,1,5,5,5,0.696123064200538,0,0,5,5,5,0.6873400040802891,0,-1.0009723271182625,0.12438647318417584,1.545606837207885,2
1,1,1,9070,1,1,126.0,1,19,37,7,5,-0.5306144583039649,0,0,0,1,0,1,21,0,0,6,7,5,0.6547581069371796,0,0,6,6,6,0.5015374276067969,0,1.7397314879516577,-0.6712422506637118,-0.40621112311617363,2
1,1,1,8014,0,1,128.0,1,38,38,0,0,-0.34024905667267147,0,0,0,1,0,0,21,0,0,6,8,5,0.44793332062038704,0,0,6,10,6,0.31390428387740826,0,-1.4890428695279747,0.9923450810182353,0.14012166938988344,2
2,39,1,9773,1,12,100.0,1,1,1,4,4,-1.8984251218769688,0,0,0,1,0,0,24,0,0,6,6,6,0.3169442892864181,0,0,6,6,6,0.6937469894759266,0,-1.4890428695279747,0.9923450810182353,0.14012166938988344,2
1,17,1,9070,1,1,123.0,1,4,37,2,9,-0.9183958319973422,0,0,0,1,0,0,18,0,0,6,8,6,0.3858858847253491,0,0,6,6,6,0.405432646672232,0,1.476924272807967,1.1370048489905784,-1.7896667428492534,1
1,39,1,8014,0,15,170.0,1,34,1,90,2,-1.827919417569082,0,0,0,1,0,0,32,0,0,6,9,4,0.28247349156695284,0,0,6,12,4,0.24525801178129036,0,-1.4890428695279747,0.9923450810182353,0.14012166938988344,2
1,18,2,8014,0,1,117.0,1,3,1,3,4,-1.0664578110439051,1,0,0,1,0,1,19,0,0,6,8,6,0.04117790753069489,0,0,6,9,6,0.24525801178129036,0,-0.2876384574425296,0.12438647318417584,0.7657608350016585,2
1,39,1,9500,1,1,140.0,1,3,3,1,1,0.9218030504385023,1,0,0,1,0,0,24,0,0,8,8,8,0.5689258206157105,0,0,8,8,8,0.6075730359046,0,-0.8132528877299118,-1.4668709745115993,-1.3755112388527264,2
1,17,4,9085,1,1,123.0,1,19,19,4,10,-0.17808593676453105,1,0,0,1,0,0,19,0,0,6,14,6,1.0408310413951922,0,0,6,9,6,0.8218866973886797,0,1.476924272807967,1.1370048489905784,-1.7896667428492534,2
1,44,1,9003,1,39,150.0,1,19,37,6,6,1.62686009351737,0,0,1,1,0,1,19,0,0,6,9,6,0.765064659639469,0,0,6,7,6,0.6937469894759266,0,0.8762220667652447,-1.1052215545807416,0.347199421388147,2
1,44,1,9003,1,39,140.0,1,37,37,9,4,0.9218030504385023,0,0,0,1,0,0,24,0,0,6,10,6,0.16428789938592853,0,0,6,12,5,0.5335723545849851,0,0.3130637486001926,-0.5265824826913685,0.7877903830865802,1
1,17,4,9238,1,1,123.0,1,19,19,191,144,-0.7703338529507804,1,0,0,1,0,1,18,0,0,6,9,6,0.21353189612802181,0,0,6,8,6,0.2772929387594786,0,-1.0009723271182625,0.12438647318417584,1.545606837207885,2
1,1,1,9070,1,1,130.0,1,38,37,3,6,0.6115779514838,1,0,0,1,0,1,19,0,0,6,9,5,0.28247349156695284,0,0,6,10,2,0.21322308480310218,0,-1.0009723271182625,0.12438647318417584,1.545606837207885,0
2,1,1,9500,1,1,137.0,1,3,38,2,4,-0.4178053314113465,0,0,0,1,0,1,19,0,0,8,8,7,0.8462187662704393,0,0,8,8,7,0.8652711413534265,0,-0.2876384574425296,0.12438647318417584,0.7657608350016585,2
1,17,2,9773,1,1,126.0,1,19,38,9,8,-0.5799684513194859,1,0,0,1,0,1,18,0,0,6,6,6,0.7305938619200033,0,0,6,6,6,0.6617120624977382,0,0.3130637486001926,-0.5265824826913685,0.7877903830865802,2
1,1,1,9238,1,1,125.0,1,1,1,3,3,-0.08642852116427845,1,0,0,1,0,0,18,0,0,6,10,6,0.1938342974311845,0,0,6,8,6,0.405432646672232,0,0.3130637486001926,-0.5265824826913685,0.7877903830865802,2
1,17,4,9556,1,1,112.0,1,1,1,4,10,-1.3978346212909731,1,0,0,1,0,0,20,0,0,7,7,7,0.3858858847253491,0,0,8,8,8,0.5600011693419903,0,0.3130637486001926,-0.5265824826913685,0.7877903830865802,2
1,1,1,9500,1,1,141.0,1,19,38,5,7,-0.100529662025856,0,0,0,1,0,0,18,0,0,8,10,8,0.46034280779939435,2,0,8,10,8,0.5066630159233068,2,-0.8132528877299118,-1.4668709745115993,-1.3755112388527264,2
1,17,4,9670,1,1,135.0,1,38,38,9,7,0.005228894435974165,1,0,0,1,0,0,18,0,0,6,10,6,0.33417968814615095,0,0,6,9,6,0.6708648987772204,0,-0.17500679380951956,-0.454252598705197,0.8891263042772198,2
1,1,2,9085,1,1,117.0,1,38,37,9,9,-0.9465981137204973,1,0,0,1,0,1,21,0,0,5,7,4,0.28247349156695284,0,0,5,5,5,0.37980470508968106,0,-0.2876384574425296,0.12438647318417584,0.7657608350016585,2
1,1,1,9500,1,1,160.0,1,19,19,4,9,1.9370851924720722,0,0,0,1,0,1,18,0,0,7,9,7,0.9270774089209566,0,0,8,9,8,1.1102010401923745,0,1.476924272807967,1.1370048489905784,-1.7896667428492534,2
1,51,1,9670,1,1,136.0,1,19,19,5,5,-0.34729962710345974,0,0,1,0,0,0,18,0,0,5,6,2,0.3858858847253491,0,0,5,6,4,0.004996059444878129,0,-0.8132528877299118,-1.4668709745115993,-1.3755112388527264,0
1,17,2,9238,1,1,143.0,1,1,11,4,3,0.07573459874386095,1,0,0,1,0,0,19,0,0,6,11,0,-2.1994239442345584,0,0,6,0,0,-1.9651519497137022,0,-0.8132528877299118,-1.4668709745115993,-1.3755112388527264,0
1,1,1,9670,1,1,119.0,1,1,19,4,10,-0.8055867051047237,1,0,0,1,0,0,19,0,0,6,8,4,0.07564870525016021,0,0,6,9,4,0.14915323084672547,0,-0.2876384574425296,0.12438647318417584,0.7657608350016585,1
1,17,4,9670,1,1,120.0,1,1,19,5,5,-0.685727007781316,1,0,0,1,0,0,18,0,0,6,8,6,0.25662039327735375,0,0,6,11,4,0.8411076535755927,0,-0.17500679380951956,-0.454252598705197,0.8891263042772198,2
1,39,1,9130,1,3,150.0,1,3,1,90,90,1.62686009351737,1,0,0,1,0,0,34,0,1,5,6,1,0.07564870525016021,0,0,5,5,0,-1.9651519497137022,0,0.4256954122332026,1.7879738048661231,-0.7498720732409514,0
1,1,3,9085,1,1,142.0,1,11,11,90,90,2.000540326349171,0,0,0,1,0,0,19,0,0,5,5,5,0.944312807780689,0,0,5,6,5,0.5720142669588109,0,-1.4890428695279747,0.9923450810182353,0.14012166938988344,2
1,44,1,9130,1,39,120.0,1,37,37,7,8,-0.4883110357192333,1,0,1,0,0,0,19,0,2,6,7,5,0.19974357704023568,0,1,6,12,2,0.14915323084672547,0,0.3130637486001926,-0.5265824826913685,0.7877903830865802,0
1,51,1,9238,1,1,160.0,1,3,19,2,1,-0.7632832825199921,0,0,1,1,0,0,26,0,0,6,6,6,0.8684770527978654,0,0,6,7,6,0.9454499871616917,0,-0.17500679380951956,-0.454252598705197,0.8891263042772198,2
1,17,1,9853,1,1,133.1,1,34,34,0,0,-0.5658673104579083,1,0,0,1,0,0,21,0,0,6,12,3,0.1445903006890912,0,0,6,10,3,0.21322308480310218,0,-1.4890428695279747,0.9923450810182353,0.14012166938988344,0
1,17,2,9147,1,1,142.0,1,19,19,4,8,0.026380605728339997,0,0,0,1,0,1,18,0,0,5,5,5,0.11701366251351858,0,0,5,5,5,0.30292088034202946,0,-0.17500679380951956,-0.454252598705197,0.8891263042772198,2
1,17,4,9853,1,1,121.0,1,38,38,5,7,-0.9324969728589197,1,0,0,1,0,1,20,0,0,6,8,5,0.5720281924104625,0,0,6,9,5,0.6617120624977382,0,-0.8132528877299118,-1.4668709745115993,-1.3755112388527264,2
1,51,1,9147,1,1,135.0,1,1,1,4,4,-0.5940695921810635,0,0,0,1,0,0,25,0,0,5,12,2,-0.027763687908236103,0,0,5,5,0,-1.9651519497137022,0,-0.17500679380951956,-0.454252598705197,0.8891263042772198,0
1,1,1,9147,1,1,153.0,1,1,38,4,3,1.394191269301343,0,0,0,1,0,0,18,0,0,5,5,5,1.1097726368341232,0,0,5,5,5,1.1102010401923745,0,-0.17500679380951956,-0.454252598705197,0.8891263042772198,2
1,1,1,9500,1,1,140.0,1,19,19,3,6,-0.18513650719532032,1,0,0,1,0,1,18,0,0,7,7,7,0.8083993767725115,0,0,8,11,8,0.8952758028296197,0,1.7397314879516577,-0.6712422506637118,-0.40621112311617363,2
1,1,1,9500,1,1,152.0,1,41,19,3,5,0.7666905009611522,0,0,0,1,0,0,19,0,0,7,7,7,0.6328937723836899,0,0,8,9,8,0.794123094007583,0,-0.17500679380951956,-0.454252598705197,0.8891263042772198,2
1,1,1,9238,1,1,120.0,1,19,38,5,9,0.23084714822121105,0,0,0,1,0,1,18,0,0,6,8,6,0.13474150134067253,0,0,6,10,6,0.31390428387740826,0,0.3130637486001926,-0.5265824826913685,0.7877903830865802,2
1,17,1,9500,1,1,160.0,1,38,38,7,7,1.4717475440400198,0,0,0,1,0,0,20,0,0,7,11,6,0.23224461489001727,0,0,8,12,6,0.5495898180740794,0,1.476924272807967,1.1370048489905784,-1.7896667428492534,1
1,7,1,9085,1,40,150.0,1,19,19,9,5,1.62686009351737,0,0,1,0,0,0,26,0,0,3,3,0,-2.1994239442345584,0,0,6,0,0,-1.9651519497137022,0,-1.0009723271182625,0.12438647318417584,1.545606837207885,0
1,42,1,9500,1,1,100.0,1,37,37,7,9,-1.8984251218769688,1,0,0,1,0,1,19,0,0,8,8,7,0.5014123010823003,0,0,8,8,7,0.5448303432087482,0,-0.2876384574425296,0.12438647318417584,0.7657608350016585,2
1,1,1,9500,1,1,150.0,1,1,1,5,1,2.0216920376415355,0,0,0,1,0,0,19,0,0,7,7,7,0.758170500095576,0,0,8,9,8,0.7364602254468442,0,1.7397314879516577,-0.6712422506637118,-0.40621112311617363,2
1,43,4,9147,1,1,124.0,1,37,37,9,9,-0.6716258669197385,0,0,0,1,0,0,19,0,3,10,15,5,0.24110853430359444,0,4,10,14,8,0.3413627927158553,0,-1.4890428695279747,0.9923450810182353,0.14012166938988344,2
1,5,3,9085,1,1,141.0,1,1,19,7,5,0.13213916219017116,1,0,0,1,0,0,19,0,0,5,9,3,-0.06223448562770142,1,0,5,8,3,0.5335723545849851,0,-1.4890428695279747,0.9923450810182353,0.14012166938988344,1
1,1,1,9254,1,1,121.0,1,19,19,5,8,-0.6645752964889502,1,0,0,1,0,0,18,0,0,6,7,6,-0.01299048888560811,0,0,6,11,3,0.2772929387594786,0,1.7397314879516577,-0.6712422506637118,-0.40621112311617363,2
1,43,1,9500,1,6,134.0,1,1,37,9,9,-0.46010875399607815,1,0,0,1,0,0,19,0,0,7,7,6,0.5582398733226764,0,0,7,7,6,0.5976422085413617,0,-1.4890428695279747,0.9923450810182353,0.14012166938988344,2
1,1,1,9238,1,1,134.0,1,1,1,9,6,0.280201141236733,0,0,1,1,0,0,18,0,0,6,10,6,0.25292709352169684,0,0,6,9,5,0.14915323084672547,0,0.8762220667652447,-1.1052215545807416,0.347199421388147,2
1,1,1,9853,1,1,132.0,1,2,19,4,4,-0.1357825141797994,1,0,0,1,0,0,18,0,0,6,9,5,0.4065683633570283,0,0,6,8,5,0.22603705559437745,0,-0.8132528877299118,-1.4668709745115993,-1.3755112388527264,1
1,1,1,9085,1,1,135.0,1,19,38,9,5,0.6961847966532654,1,0,0,1,0,0,18,0,0,5,11,5,0.696123064200538,3,0,5,7,5,0.2644789679682033,0,-0.8132528877299118,-1.4668709745115993,-1.3755112388527264,1
1,1,1,9853,1,1,123.0,1,1,38,9,6,-0.3755019088266148,1,0,0,1,0,0,18,0,0,7,12,5,0.28247349156695284,0,0,7,9,6,0.4695025006286083,0,-0.17500679380951956,-0.454252598705197,0.8891263042772198,1
1,44,1,9119,1,39,151.0,1,19,37,4,7,1.6973657978252568,0,0,1,1,0,0,26,0,0,5,6,0,-2.1994239442345584,0,0,5,5,0,-1.9651519497137022,0,1.7397314879516577,-0.6712422506637118,-0.40621112311617363,0
1,1,1,9238,1,1,107.0,1,38,38,7,7,-1.6516551567993651,1,0,0,1,0,0,20,0,0,6,7,6,0.28247349156695284,0,0,6,7,6,0.5335723545849851,0,0.3130637486001926,-0.5265824826913685,0.7877903830865802,2
1,1,1,8014,0,1,126.0,1,37,38,9,10,-0.5306144583039649,0,0,0,1,0,0,19,0,0,6,6,6,0.42035668244481444,0,0,6,6,6,0.2772929387594786,0,0.4256954122332026,1.7879738048661231,-0.7498720732409514,2
1,1,1,9238,1,1,133.0,1,34,37,4,9,0.5269711063143367,1,0,0,1,0,1,18,0,0,6,6,6,0.3169442892864181,0,0,6,9,6,0.6617120624977382,0,-0.8132528877299118,-1.4668709745115993,-1.3755112388527264,2
1,44,1,9238,1,39,140.0,1,38,37,7,7,1.1333201633621626,0,0,0,1,0,0,19,0,3,6,6,6,0.5582398733226764,0,2,6,6,6,0.8539216243668679,0,0.8762220667652447,-1.1052215545807416,0.347199421388147,2
