Target,Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Tuition fees up to date,Scholarship holder,Age at enrollment,Application mode,Curricular units 2nd sem (enrolled),Curricular units 1st sem (enrolled),Debtor,Displaced,Gender,Curricular units 2nd sem (evaluations)
2,5,0.7648481958638623,4,1.1438365367204184,1,1,18,1,5,5,0,1,0,5
0,1,0.2130249145758753,5,0.4382549478392218,1,0,21,1,6,6,0,1,0,11
2,6,0.475797905665393,6,0.2486957150054674,1,1,19,17,6,6,0,0,0,7
2,5,0.8042641445272898,5,0.6488763176545045,1,0,19,17,5,5,0,0,0,5
1,5,0.3706887092295859,3,0.2837992766413477,1,1,35,39,5,5,0,0,0,7
0,0,-1.9548522619126447,0,-2.1734500378702823,1,0,30,39,8,7,0,0,0,0
0,5,0.3312727605661581,7,0.6248053039613295,1,0,27,43,7,8,0,1,0,13
0,2,0.1144850429173062,4,0.2486957150054674,1,1,45,1,6,6,0,0,0,16
2,7,0.3537961598024024,8,0.617283112182212,1,1,50,39,7,9,0,0,0,8
2,10,0.686016298537007,11,0.4066617423669293,1,0,41,42,10,14,0,0,0,12
1,6,0.4101046578930135,6,0.3540063999131088,1,0,26,43,7,7,0,1,0,8
0,0,-1.9548522619126447,1,0.3540063999131088,1,0,44,39,6,6,0,0,0,6
2,7,0.2411791636211806,13,0.1271833862658814,1,0,23,7,10,15,0,0,0,10
0,5,0.2130249145758753,10,0.3540063999131088,1,0,34,51,10,12,0,0,0,11
2,5,0.8830960418541451,5,0.7150716053107359,1,1,21,1,5,5,0,1,0,7
0,2,0.6071844012101517,1,-0.0672363397174564,1,0,22,43,5,5,0,1,0,8
2,6,0.3115647862344443,2,0.0029707835543045,1,1,32,39,6,6,0,0,0,7
2,8,0.9274389841005012,7,0.5074591122071002,1,0,20,17,8,7,0,1,0,8
0,8,0.5825494332955093,12,0.6348348930001524,0,0,59,7,8,15,0,0,0,8
1,9,0.3312727605661581,9,0.4008111487609488,1,0,30,53,9,11,0,0,0,16
2,6,0.1801782906896857,6,0.2135921533695871,1,1,18,1,6,6,0,1,0,9
1,4,0.4101046578930135,4,0.1433850300978261,1,0,25,39,5,5,1,0,1,7
2,5,0.7648481958638623,5,0.7331248655806175,1,0,36,43,5,5,0,0,1,6
0,0,-1.9548522619126447,1,0.3540063999131088,1,0,36,7,7,7,0,0,1,13
0,3,0.0487917951449266,4,0.1960403725516468,0,0,19,17,6,6,0,0,1,11
2,5,0.4101046578930135,4,0.0380743451901848,1,0,25,39,5,5,0,0,1,6
2,13,0.3343047566171914,18,0.2603969022174275,1,0,35,39,13,18,0,0,1,13
0,0,-1.9548522619126447,1,0.7752491395436738,1,0,20,1,6,6,0,0,1,7
0,0,-1.9548522619126447,1,0.5646277697283913,0,0,35,39,6,6,0,1,1,8
0,1,0.2130249145758753,2,0.1433850300978261,1,0,27,1,6,6,0,1,0,14
1,7,0.7414801691562585,7,0.7081511888739479,1,0,18,17,8,8,0,1,0,8
1,6,0.5316371662719154,6,0.3750685368946369,1,0,23,43,7,7,0,0,0,7
2,4,0.2622948504051598,4,0.0380743451901848,1,0,19,17,6,6,0,1,0,8
1,6,0.5677684525467243,5,0.3413691177241916,1,1,18,17,7,7,0,1,0,8
0,5,0.3247034357889205,4,0.5351407779542516,0,0,26,39,7,7,1,0,0,10
2,6,0.8042641445272898,6,0.8279044819974947,1,0,19,17,6,6,0,0,0,7
0,0,-1.9548522619126447,0,-2.1734500378702823,0,0,19,1,8,7,0,1,0,0
0,0,-1.9548522619126447,0,-2.1734500378702823,1,0,18,1,0,0,0,1,0,0
2,8,0.8757055514797525,7,0.7529834518774862,1,1,19,17,8,7,0,1,0,8
2,8,0.6690181706759039,7,0.6633565368293052,1,1,19,17,8,7,0,1,0,8
2,5,0.9225119905175728,5,0.6910005916175608,1,1,19,1,5,5,0,1,0,5
2,6,0.7714175206411001,6,0.9156633860871956,1,1,21,44,6,6,0,0,0,6
2,6,0.6071844012101517,6,0.7050420162719129,1,0,18,1,6,6,0,1,0,7
2,11,0.750515123622616,10,0.6278141806729762,1,0,33,43,11,12,0,1,0,11
2,7,0.4945674050289299,11,0.6603647560080657,1,0,32,7,11,11,0,0,0,13
2,8,0.6892188443659104,8,0.6522989149140027,1,1,17,1,8,8,0,1,0,8
0,0,-1.9548522619126447,0,-2.1734500378702823,1,0,31,39,8,7,0,0,0,0
2,5,0.6071844012101517,6,0.2135921533695871,1,1,32,39,6,6,0,0,0,8
0,6,0.9274389841005012,6,1.196491879174239,1,0,18,1,6,6,0,1,0,10
1,6,0.0487917951449266,5,0.1433850300978261,1,0,31,51,6,6,1,0,0,12
1,5,0.4889365552198688,6,0.5345390026119224,1,0,20,1,6,6,0,0,1,9
0,0,-1.9548522619126447,0,-2.1734500378702823,0,0,40,43,5,5,0,0,1,6
2,5,0.8436800931907174,5,0.9437462353959002,1,0,32,1,5,5,0,1,1,5
0,2,0.8042641445272898,1,0.5646277697283913,0,0,40,7,5,5,0,0,1,5
2,0,-1.9548522619126447,0,-2.1734500378702823,1,1,18,1,0,0,0,0,1,0
0,1,0.0159451712587371,4,-0.0672363397174564,0,0,28,43,6,9,1,0,1,6
2,6,0.4101046578930135,5,0.1855093040608825,1,0,19,16,6,6,1,1,1,7
2,3,0.6071844012101517,6,0.3189028382772284,1,1,19,1,6,6,0,0,1,11
0,0,-1.9548522619126447,0,-2.1734500378702823,1,0,21,1,5,5,0,0,1,0
0,0,-1.9548522619126447,2,0.0380743451901848,1,0,22,17,5,5,0,1,1,10
0,5,0.7198013973913734,5,0.45931708482075,0,0,18,17,5,5,0,1,1,7
0,0,-1.9548522619126447,0,-2.1734500378702823,1,0,27,39,0,0,0,1,1,0
1,2,0.0159451712587371,5,0.1433850300978261,1,0,19,1,7,10,0,0,1,8
2,8,0.4101046578930135,9,0.4242135231848697,1,0,30,43,10,10,0,1,1,12
0,1,0.0159451712587371,0,-2.1734500378702823,1,0,28,39,6,6,0,0,1,8
1,2,0.2130249145758753,1,1.196491879174239,1,1,34,39,5,5,1,0,1,10
1,3,0.2974876617117917,5,0.1433850300978261,1,0,21,17,5,5,0,0,1,11
2,6,0.325641910757097,5,0.173473797214295,1,1,20,1,6,6,0,0,1,9
0,5,0.4101046578930135,5,0.389109961548989,0,0,31,43,7,8,0,0,1,12
0,2,0.3115647862344443,2,0.1433850300978261,0,0,21,17,5,5,1,0,1,8
0,3,0.1473316668034958,1,0.1433850300978261,0,0,27,39,5,5,0,1,1,6
2,5,0.3706887092295859,4,0.617283112182212,1,0,19,1,6,6,0,1,1,13
1,1,0.0159451712587371,0,-2.1734500378702823,1,0,21,17,6,6,0,1,1,11
0,0,-1.9548522619126447,2,0.45931708482075,0,0,21,44,6,6,0,1,1,10
0,4,0.459374593722298,7,0.3840951670295776,0,0,35,43,9,10,0,0,1,9
0,3,0.2787181623482548,3,0.3540063999131088,1,0,28,39,5,5,0,0,1,10
1,4,0.1004079183946535,4,0.1960403725516468,1,0,24,17,6,6,0,0,1,9
0,0,-1.9548522619126447,0,-2.1734500378702823,0,0,19,1,6,4,0,1,1,0
1,4,0.6071844012101517,5,0.4382549478392218,0,0,20,17,6,6,1,0,1,8
2,6,0.5414911534377721,6,0.5295242080925111,1,1,20,1,6,6,0,1,1,8
1,2,0.0159451712587371,1,0.5646277697283913,1,0,19,1,5,5,0,0,1,7
0,3,0.344411410120634,5,0.3540063999131088,0,0,37,39,7,7,1,0,1,7
0,1,0.6071844012101517,2,0.3540063999131088,1,0,19,1,6,6,0,1,1,12
0,0,-1.9548522619126447,0,-2.1734500378702823,1,0,36,39,7,7,0,0,1,7
0,0,-1.9548522619126447,0,-2.1734500378702823,1,0,29,39,5,5,0,0,1,0
2,5,0.3312727605661581,6,0.2223680437785571,1,0,30,39,6,6,0,0,1,10
0,0,-1.9548522619126447,2,0.3540063999131088,1,0,32,51,6,6,1,0,1,7
1,6,0.344411410120634,6,0.3189028382772284,1,0,26,1,6,6,0,1,1,6
0,2,0.1144850429173062,1,0.3540063999131088,1,0,37,44,6,6,0,0,1,23
0,2,0.2130249145758753,3,0.3540063999131088,1,0,27,39,6,6,0,0,1,7
2,5,0.3772580340068238,6,0.5044502354954533,1,1,18,1,6,6,0,1,1,8
2,8,1.0604678108395698,8,1.0490569203035414,1,1,18,1,8,8,0,0,1,8
0,0,-1.9548522619126447,2,0.2486957150054674,0,0,32,39,7,8,0,0,1,9
1,3,0.5283525038832964,1,0.5646277697283913,1,0,20,44,5,5,0,0,1,8
0,0,-1.9548522619126447,0,-2.1734500378702823,1,0,22,43,6,6,0,0,1,10
0,0,-1.9548522619126447,0,-2.1734500378702823,1,0,32,39,8,7,0,0,0,0
1,5,0.4101046578930135,4,0.1433850300978261,1,0,21,1,5,5,0,1,0,8
0,5,0.631819369124794,3,0.4944206464566303,0,0,19,17,6,6,0,0,0,10
2,6,0.8042641445272898,6,0.6699384546360325,1,1,18,1,6,6,0,1,0,6
2,5,0.2918568119027306,5,0.3540063999131088,1,1,18,1,5,5,0,1,0,10
0,0,-1.9548522619126447,0,-2.1734500378702823,0,0,38,7,5,5,1,1,0,5
0,4,0.1144850429173062,5,0.3118821259500523,1,0,21,17,6,6,0,1,0,8
0,1,0.6071844012101517,2,0.2486957150054674,0,0,21,1,6,6,0,0,0,13
1,3,0.4101046578930135,2,0.2486957150054674,1,0,26,1,5,5,0,0,1,10
2,6,0.9257966529061916,6,0.9051323175964316,1,0,19,1,7,7,0,1,0,7
1,7,0.8160889291263181,7,0.7878864217325909,1,1,19,1,8,8,0,1,0,8
0,3,0.2787181623482548,4,0.1433850300978261,1,0,18,17,6,6,1,0,0,12
0,0,-1.9548522619126447,0,-2.1734500378702823,1,0,25,7,5,5,0,0,0,0
2,7,0.4480046085309245,7,0.3945105094929707,1,0,19,1,14,14,0,1,0,22
2,6,0.475797905665393,6,0.5295242080925111,1,1,18,17,6,6,0,1,0,7
2,5,0.3772580340068238,5,0.538300098501481,1,1,19,17,5,5,0,0,0,6
2,6,0.5086445295515826,6,0.389109961548989,1,1,22,1,6,6,0,1,0,6
2,6,0.5790301521648463,6,0.6548940710777983,1,0,21,44,6,6,0,1,0,12
2,6,0.9356506400720483,6,0.8805598244513152,1,1,21,17,6,6,0,1,0,8
2,7,0.5790301521648463,7,0.3840951670295776,1,1,20,1,7,7,0,0,0,7
1,3,0.3537961598024024,4,0.1960403725516468,1,0,19,1,5,5,0,0,0,10
2,6,0.7845561701955761,6,0.7541870025621458,1,0,18,1,7,7,0,1,0,7
0,3,0.4232433074474896,3,0.7261041532534411,1,0,26,39,7,7,0,0,0,11
0,11,0.5176026997023612,13,0.2729981807533849,1,0,31,26,14,15,0,1,0,14
2,6,0.8324183935725952,6,1.020974070994837,1,1,18,17,6,6,0,1,0,7
0,0,-1.9548522619126447,0,-2.1734500378702823,1,0,35,7,5,5,0,0,0,5
1,3,0.2787181623482548,2,0.8805598244513152,1,0,19,1,5,5,0,1,0,9
2,6,0.1567164164852642,5,0.1012607561347698,1,1,19,1,6,6,0,0,0,8
2,8,0.992584788141444,7,0.7743464765301802,1,0,18,1,8,7,0,0,0,9
2,6,0.3706887092295859,6,0.6248053039613295,1,0,20,17,6,6,0,0,0,16
2,11,0.6564543370394361,12,0.5119724272745706,1,1,19,1,11,12,0,1,0,16
1,5,0.4889365552198688,2,0.0380743451901848,1,1,21,43,6,6,0,0,0,8
2,7,0.4664131559836245,7,0.5044502354954533,1,1,18,17,7,7,1,0,0,7
2,8,0.5847665804078273,8,0.5406695889119031,1,0,23,42,8,8,0,0,0,8
2,6,0.5414911534377721,5,0.5646277697283913,1,1,21,1,6,6,0,0,0,6
2,5,0.2524408632393028,5,0.3961306738761651,1,1,19,1,5,5,0,0,0,6
1,3,0.9028040161858588,4,0.522503495765335,1,0,19,1,5,5,0,1,0,10
2,9,0.7823663952698301,11,0.7301159888689706,1,0,20,53,9,11,0,1,0,9
1,4,0.6564543370394361,0,-2.1734500378702823,1,0,18,43,5,5,0,0,0,9
2,8,0.9030503658650056,8,0.8808231011635845,1,1,18,1,8,8,0,1,0,8
2,6,0.8732420546882881,6,0.8489666189790227,1,0,19,1,7,7,0,0,0,7
2,6,0.475797905665393,6,0.2486957150054674,1,1,21,17,6,6,0,0,0,6
2,6,0.9356506400720483,6,0.2938288656801707,1,1,18,1,6,6,0,1,0,6
1,5,0.7254322472004344,6,0.6849828381942671,1,0,20,1,6,6,0,0,0,10
2,6,0.7385708967549104,5,0.5646277697283913,1,0,18,1,6,6,0,0,0,6
2,8,0.8094374877893645,7,0.6844186738108332,1,1,18,17,8,7,0,1,0,8
1,4,0.2622948504051598,5,-0.0251120657544,1,0,32,43,5,5,0,0,0,9
2,0,-1.9548522619126447,0,-2.1734500378702823,1,0,18,17,0,0,0,1,0,0
1,5,0.3706887092295859,5,0.3961306738761651,1,0,19,16,6,6,0,1,0,8
2,8,0.8345651550622999,8,0.8076321751527736,1,1,18,1,8,8,0,1,0,8
0,0,-1.9548522619126447,0,-2.1734500378702823,0,0,18,1,8,8,0,0,0,8
2,6,0.5743377773239621,6,0.7401455779077935,1,0,20,1,6,6,0,1,0,6
1,4,0.8042641445272898,6,0.6548940710777983,1,0,19,5,6,6,0,1,0,6
2,7,0.499635169857085,7,0.4496886793434802,1,0,19,17,8,8,0,1,0,8
1,0,-1.9548522619126447,1,0.1433850300978261,1,0,18,17,5,5,0,0,0,10
0,0,-1.9548522619126447,0,-2.1734500378702823,1,0,18,1,8,7,0,1,0,0
2,7,0.5960986656485625,6,0.6218465751948768,1,1,18,17,8,7,0,1,0,11
1,6,0.957000945598072,6,0.6801184875104381,1,0,20,17,8,7,0,1,0,11
1,6,0.5086445295515826,6,0.389109961548989,1,0,19,1,6,6,0,0,0,6
0,0,-1.9548522619126447,2,0.1433850300978261,1,0,21,1,6,6,0,0,0,12
2,7,0.8887268916632062,7,0.6248053039613295,1,1,19,1,7,7,0,1,0,7
2,6,0.8042641445272898,6,0.6348348930001524,1,1,20,17,6,6,0,1,0,7
2,8,0.6579324351143148,8,0.6188627724558267,1,1,21,1,8,8,0,0,0,8
0,0,-1.9548522619126447,0,-2.1734500378702823,1,0,23,44,6,6,0,1,0,7
0,2,0.3115647862344443,6,0.4944206464566303,0,1,18,17,6,6,0,0,0,6
0,5,1.0801757851712834,5,0.9016219614328436,1,0,30,39,5,5,0,0,0,5
0,0,-1.9548522619126447,0,-2.1734500378702823,1,0,20,1,5,5,0,1,0,5
0,0,-1.9548522619126447,3,0.4242135231848697,0,0,29,43,5,5,0,0,0,8
1,2,0.2130249145758753,5,0.1012607561347698,1,0,24,18,5,5,0,1,0,11
2,6,0.2787181623482548,6,0.2837992766413477,1,0,20,1,6,6,0,1,0,10
0,6,0.8699573922996694,4,0.45931708482075,1,0,27,43,6,6,0,0,0,6
0,0,-1.9548522619126447,0,-2.1734500378702823,1,0,23,7,5,5,0,0,0,0
2,6,0.8371107684134794,6,1.0560776326307175,1,1,23,51,6,6,0,0,0,6
2,7,0.8436800931907174,7,0.8173734135067302,1,0,18,1,8,8,0,1,0,8
2,6,0.9356506400720483,6,0.950766947723076,1,1,19,1,6,6,0,1,0,6
0,8,0.8806325450626807,7,0.7000272217525015,1,0,19,17,8,7,0,1,0,8
0,6,0.8042641445272898,6,0.7401455779077935,1,1,18,1,6,6,0,1,0,6
2,6,0.6071844012101517,6,0.3189028382772284,1,0,19,1,6,6,0,1,0,7
2,6,0.7057242728687207,6,0.6548940710777983,1,1,18,1,6,6,0,0,0,10
1,9,0.0816384190311166,8,0.0380743451901848,1,0,29,43,12,13,0,1,0,19
2,8,0.4027141675186208,6,0.2311439341875271,1,0,24,39,8,7,0,0,0,9
0,2,0.2130249145758753,2,0.5119724272745706,1,0,19,17,7,7,0,1,0,12
1,7,0.5705838774512549,6,0.1749782355701186,1,0,19,17,7,7,0,0,0,7
1,5,0.730359240783363,3,0.2837992766413477,1,0,19,1,6,6,0,0,0,11
2,5,0.4889365552198688,6,0.2486957150054674,1,0,20,17,6,6,0,1,0,8
2,6,0.5414911534377721,6,0.7401455779077935,1,0,18,1,6,6,0,0,0,6
0,4,0.2787181623482548,6,0.2938288656801707,0,0,18,1,6,6,0,1,0,11
2,7,0.6145748915845443,7,0.2863066739010537,1,1,19,1,8,7,0,1,0,10
0,6,0.9356506400720483,6,1.136314344941301,1,0,19,16,6,6,0,1,0,6
2,0,-1.9548522619126447,0,-2.1734500378702823,1,1,18,1,0,0,0,1,0,0
2,6,0.6071844012101517,6,0.5646277697283913,1,1,19,1,6,6,0,1,0,7
2,8,0.9203222155918268,7,0.8775509477396682,1,1,18,1,8,7,0,1,0,9
1,5,0.4347396258076557,5,0.4141839341460468,1,0,24,39,5,5,0,0,0,8
1,5,0.7057242728687207,4,0.6436107834091223,1,0,28,39,7,7,1,0,0,7
2,7,0.325641910757097,7,0.2637400985637018,1,0,20,42,8,8,0,0,0,8
2,7,0.5396142035014185,7,0.4924147286488657,1,1,19,1,8,8,0,1,0,8
0,1,0.0159451712587371,2,-0.0672363397174564,0,0,22,17,5,5,0,0,0,11
2,6,0.6400310250963411,6,0.7150716053107359,1,0,19,1,6,6,0,1,0,6
2,11,0.6071844012101517,13,0.5796721532866257,1,0,36,7,11,14,0,1,0,16
2,6,0.8042641445272898,6,1.0560776326307175,1,1,19,44,6,6,0,0,0,9
2,6,0.4382589069383187,5,0.2637400985637018,1,0,18,17,6,6,0,0,0,8
0,0,-1.9548522619126447,0,-2.1734500378702823,0,0,40,43,5,5,0,0,0,5
2,6,0.5874764268784378,6,0.5435656327468632,1,1,19,1,7,7,0,1,0,7
1,5,0.6320164488681109,5,0.5911660623251169,1,0,38,43,8,8,0,0,0,12
0,3,0.344411410120634,4,0.2486957150054674,1,0,32,7,9,10,0,0,0,13
1,5,0.3706887092295859,3,0.0029707835543045,1,0,19,1,6,6,0,1,0,10
2,6,0.6916471483460681,6,0.6699384546360325,1,0,19,17,6,6,0,1,0,7
0,0,-1.9548522619126447,0,-2.1734500378702823,1,0,35,39,5,1,0,0,0,0
1,2,0.3115647862344443,4,0.3540063999131088,1,0,20,1,4,5,0,1,0,4
2,8,0.2869298183198021,7,0.173473797214295,1,0,29,17,8,8,0,0,0,11
1,4,0.0652151070880216,5,0.2276335780239392,1,0,29,1,5,5,0,0,0,10
1,7,0.5621376027376631,7,0.5164857423420411,1,1,19,1,8,8,0,1,0,8
2,7,0.7645666533734093,7,0.732823977909453,1,1,18,1,8,8,0,1,0,8
2,6,0.7057242728687207,6,0.6348348930001524,0,0,25,39,6,6,1,0,0,6
0,0,-1.9548522619126447,0,-2.1734500378702823,0,0,50,39,5,6,1,0,0,6
0,13,0.5768644406998232,14,0.2186069478889986,1,0,24,1,14,15,0,0,0,15
0,0,-1.9548522619126447,0,-2.1734500378702823,1,0,18,1,5,5,0,0,0,8
2,5,0.8887268916632062,6,1.1316853038464596,1,0,20,17,6,6,0,1,0,13
2,13,0.9103840063134412,18,0.9969558446123924,1,1,20,16,13,18,1,1,0,13
0,5,0.4889365552198688,6,0.2486957150054674,1,0,21,43,10,10,0,0,0,17
1,1,0.0159451712587371,7,0.1433850300978261,1,0,28,39,6,8,1,0,1,17
2,6,0.6400310250963411,6,0.5646277697283913,1,1,19,1,6,6,0,0,1,6
2,8,0.5951132669319771,8,0.5517272108272054,1,1,18,1,8,8,0,0,1,8
2,0,-1.9548522619126447,0,-2.1734500378702823,1,0,22,17,0,0,0,0,1,0
0,0,-1.9548522619126447,0,-2.1734500378702823,1,0,25,44,6,6,0,0,1,8
0,5,0.5835348320120952,5,0.5646277697283913,0,0,37,39,7,7,0,0,1,9
0,4,0.37315220602105,5,0.3919182464798595,0,0,38,39,7,7,0,0,1,11
0,5,0.2918568119027306,3,0.2135921533695871,1,0,36,39,6,6,0,0,1,12
2,7,0.6071844012101517,7,0.5646277697283913,1,0,18,1,8,8,0,1,1,8
0,0,-1.9548522619126447,0,-2.1734500378702823,0,0,19,1,6,5,0,0,1,0
0,3,0.475797905665393,2,0.45931708482075,1,0,24,39,5,5,1,0,1,8
2,5,0.442951281779203,5,0.1433850300978261,1,0,20,1,6,6,0,0,1,9
0,0,-1.9548522619126447,0,-2.1734500378702823,1,0,21,1,0,0,0,1,1,0
0,0,-1.9548522619126447,0,-2.1734500378702823,1,0,32,43,5,5,0,1,1,5
0,1,0.0159451712587371,0,-2.1734500378702823,1,0,39,39,5,5,0,0,1,5
0,0,-1.9548522619126447,0,-2.1734500378702823,0,0,33,7,5,5,0,0,1,5
2,4,0.1637549787465907,5,0.4382549478392218,1,1,20,17,5,5,0,0,1,5
2,6,0.8239721188590035,6,1.0911811942665977,1,0,19,1,6,6,0,0,1,10
0,3,0.1736089659124478,2,0.2486957150054674,0,0,43,39,5,5,0,0,1,12
0,4,0.3312727605661581,4,0.6348348930001524,1,0,49,43,5,5,0,0,1,9
2,6,0.7057242728687207,6,0.4944206464566303,1,1,18,1,6,6,0,1,1,6
1,0,-1.9548522619126447,0,-2.1734500378702823,1,0,27,39,6,6,0,0,1,6
0,5,0.7254322472004344,5,0.4803792218022782,1,1,19,1,5,5,0,1,1,9
0,0,-1.9548522619126447,6,0.6699384546360325,1,1,45,39,6,6,1,0,1,6
2,6,0.6071844012101517,6,0.5646277697283913,0,0,19,15,6,6,0,1,1,8
2,4,0.3608347220637289,6,0.2938288656801707,1,1,21,44,6,6,0,0,1,8
2,5,0.6071844012101517,6,0.389109961548989,1,1,18,1,6,6,0,0,1,7
0,0,-1.9548522619126447,0,-2.1734500378702823,1,0,18,17,5,5,0,0,1,13
0,0,-1.9548522619126447,0,-2.1734500378702823,0,0,29,17,6,6,0,0,1,6
2,5,0.3312727605661581,5,0.2486957150054674,1,0,19,1,5,5,0,0,1,5
1,4,0.459374593722298,4,0.1960403725516468,1,1,18,1,5,5,0,1,1,6
2,8,0.4840095616369402,7,0.4141839341460468,1,1,22,44,9,7,0,0,1,10
0,8,0.568863340009597,7,0.5053528985089474,1,1,18,17,8,7,0,1,1,11
1,2,1.001343887844428,5,0.4382549478392218,1,0,20,44,6,6,0,0,1,11
0,0,-1.9548522619126447,0,-2.1734500378702823,1,0,20,1,0,0,0,1,1,0
0,0,-1.9548522619126447,1,0.7752491395436738,1,1,29,39,6,6,1,0,1,7
0,4,0.2622948504051598,3,0.2837992766413477,1,0,29,39,5,5,0,1,1,8
1,4,0.2622948504051598,1,0.5646277697283913,1,0,23,43,6,6,0,1,1,8
0,0,-1.9548522619126447,0,-2.1734500378702823,1,0,19,17,0,0,1,1,1,0
0,1,0.4101046578930135,0,-2.1734500378702823,1,0,18,1,5,5,0,1,1,11
0,2,0.5086445295515826,4,0.2486957150054674,1,0,22,42,6,6,0,1,1,12
0,6,0.3115647862344443,7,0.2938288656801707,1,0,34,43,10,10,1,1,1,10
2,5,0.7479556464366787,5,0.4803792218022782,1,0,26,43,5,5,0,0,1,7
0,12,0.2622948504051598,13,0.2787844821219363,1,0,24,17,17,17,0,1,1,25
2,6,0.6916471483460681,6,0.9595428381320462,1,1,17,1,6,6,0,1,1,8
1,3,0.0816384190311166,2,-0.0672363397174564,1,0,21,43,5,5,0,0,1,10
1,5,0.9225119905175728,5,0.8173734135067302,1,0,34,39,5,5,0,0,1,5
2,6,0.7057242728687207,6,0.5044502354954533,1,0,19,44,6,6,0,1,1,9
0,5,0.2524408632393028,5,0.2697578519869956,0,0,49,39,7,12,1,0,1,7
0,6,0.4495206065564409,5,0.3413691177241916,1,0,23,43,7,7,0,0,1,14
0,3,0.8436800931907174,4,0.2697578519869956,1,0,18,18,5,5,0,1,1,9
1,7,0.7007972792857922,5,0.5014413587838064,1,0,20,1,8,7,0,0,1,9
2,5,0.7648481958638623,6,0.6348348930001524,1,0,19,1,6,6,0,1,1,9
1,9,0.6290821504676113,8,0.6348348930001524,1,0,24,42,10,9,0,1,1,12
2,5,1.001343887844428,5,0.6488763176545045,1,0,18,1,5,5,0,1,1,5
0,0,-1.9548522619126447,0,-2.1734500378702823,0,0,45,39,6,6,1,0,1,12
0,0,-1.9548522619126447,2,0.1433850300978261,1,0,30,39,5,5,0,1,1,5
0,9,0.2787181623482548,13,0.3540063999131088,1,0,28,51,13,15,0,0,1,13
0,0,-1.9548522619126447,0,-2.1734500378702823,1,0,40,39,5,5,0,0,1,0
0,0,-1.9548522619126447,0,-2.1734500378702823,0,0,32,39,5,5,0,0,1,9
0,4,0.0652151070880216,4,0.45931708482075,1,0,19,17,6,6,0,1,1,12
2,6,0.442951281779203,6,0.7050420162719129,1,0,20,1,6,6,0,1,1,7
0,0,-1.9548522619126447,1,-0.0672363397174564,1,0,18,17,5,5,0,0,1,7
0,2,0.6071844012101517,6,0.2486957150054674,0,0,20,17,6,6,0,0,1,9
1,4,0.5579144653808671,4,0.4066617423669293,1,0,39,39,5,5,0,0,1,7
1,5,0.7385708967549104,5,0.6910005916175608,0,0,19,17,6,6,0,0,1,11
1,3,0.2787181623482548,2,0.0380743451901848,1,0,38,39,5,5,0,0,1,9
2,6,0.659738999428055,6,0.6207934683457998,1,1,18,17,7,7,0,1,1,7
2,8,0.8412165963992532,7,0.4619498519434409,1,1,18,17,8,7,0,1,1,8
0,0,-1.9548522619126447,0,-2.1734500378702823,1,0,28,43,5,5,0,0,1,5
0,0,-1.9548522619126447,0,-2.1734500378702823,0,0,31,39,6,6,0,1,1,6
2,6,0.702439610480102,6,0.6664280984724447,1,0,23,1,7,7,0,0,1,7
1,5,0.4416374168237555,6,0.4730074738587432,1,0,21,1,8,7,0,1,1,12
0,0,-1.9548522619126447,0,-2.1734500378702823,0,0,33,39,5,6,1,0,1,6
0,3,0.344411410120634,3,0.5646277697283913,1,0,22,43,5,5,0,0,1,9
0,5,1.1984236311615664,5,1.196491879174239,1,0,20,44,5,5,1,1,1,7
1,5,0.6466003498735791,6,0.5997313313642716,1,0,19,17,6,6,1,0,1,9
2,6,0.635338650255457,6,0.7331248655806175,1,0,20,44,6,6,0,1,1,7
1,4,0.3706887092295859,6,0.1784885917337065,1,0,25,39,6,6,0,1,1,11
0,0,-1.9548522619126447,0,-2.1734500378702823,0,0,25,39,6,6,0,0,1,0
1,6,0.4382589069383187,6,0.4944206464566303,1,0,19,1,6,6,0,1,1,8
2,4,0.9028040161858588,5,0.4803792218022782,1,0,20,1,5,5,0,1,1,6
1,0,-1.9548522619126447,5,0.5772650519173083,1,0,33,39,7,7,0,0,1,9
2,6,0.730359240783363,6,0.7401455779077935,1,0,19,17,6,6,0,1,1,8
0,0,-1.9548522619126447,0,-2.1734500378702823,1,0,31,39,5,5,0,0,1,5
0,2,1.1984236311615664,2,1.196491879174239,0,0,24,44,7,6,1,0,1,7
0,0,-1.9548522619126447,0,-2.1734500378702823,0,0,23,44,5,5,1,0,1,5
0,3,0.1473316668034958,3,0.0731779068260651,0,1,26,39,5,5,0,0,1,11
2,18,0.9028040161858588,18,0.8805598244513152,1,0,38,43,18,18,0,1,1,18
2,5,0.7648481958638623,5,0.7752491395436738,1,1,20,1,5,5,0,1,1,7
2,5,0.7198013973913734,3,0.6348348930001524,1,0,20,17,5,5,0,1,1,11
0,0,-1.9548522619126447,0,-2.1734500378702823,1,0,25,39,6,6,0,0,1,0
2,4,0.2524408632393028,5,0.3540063999131088,1,0,19,17,6,6,0,1,1,10
2,5,1.1984236311615664,5,1.196491879174239,1,0,18,17,5,5,0,0,1,8
0,5,0.1341930172490199,7,-0.0070588054845183,1,0,28,43,11,13,0,0,1,13
1,0,-1.9548522619126447,0,-2.1734500378702823,1,0,18,1,5,5,0,1,1,5
2,6,0.6400310250963411,6,0.6849828381942671,1,1,20,1,6,6,0,1,1,8
